"$19,817.15 ",100
"$22,393.33 ",100
"$18,888.37 ",100
"$19,036.55 ",100
"$19,221.65 ",100
"$19,439.26 ",100
"$19,787.86 ",100
"$18,839.36 ",100
"$21,505.51 ",100
"$23,108.28 ",100
"$21,991.38 ",100
"$18,441.09 ",100
"$20,094.81 ",100
"$22,137.32 ",100
"$18,940.88 ",100
"$18,901.06 ",100
"$22,770.85 ",100
"$22,856.59 ",100
"$21,077.91 ",100
"$18,365.73 ",100
"$20,634.45 ",100
"$23,217.45 ",100
"$20,395.63 ",100
"$23,002.62 ",100
"$19,601.67 ",100
"$21,670.16 ",100
"$21,475.88 ",100
"$19,631.45 ",100
"$22,753.89 ",100
"$22,322.89 ",100
"$17,777.26 ",100
"$17,251.34 ",100
"$22,035.01 ",100
"$20,621.07 ",100
"$17,765.69 ",100
"$17,834.60 ",100
"$19,923.63 ",100
"$18,378.26 ",100
"$22,111.51 ",100
"$19,057.18 ",100
"$22,719.23 ",100
"$18,284.84 ",100
"$17,098.14 ",100
"$19,521.14 ",100
"$21,705.59 ",100
"$21,647.11 ",100
"$20,547.80 ",100
"$19,582.14 ",100
"$17,957.15 ",100
"$16,329.86 ",100
"$18,356.56 ",100
"$21,738.52 ",100
"$19,457.78 ",100
"$19,374.06 ",100
"$20,424.23 ",100
"$18,057.16 ",100
"$20,644.05 ",100
"$19,445.36 ",100
"$19,962.97 ",100
"$20,448.54 ",100
"$20,362.38 ",100
"$18,303.83 ",100
"$19,219.56 ",100
"$18,999.89 ",100
"$20,575.88 ",100
"$20,419.20 ",100
"$20,925.27 ",100
"$20,528.41 ",100
"$20,383.67 ",100
"$20,609.32 ",100
"$22,899.33 ",100
"$20,915.76 ",100
"$23,181.98 ",100
"$16,627.18 ",100
"$22,165.92 ",100
"$18,353.15 ",100
"$18,734.69 ",100
"$22,412.89 ",100
"$18,729.05 ",100
"$21,689.18 ",100
"$21,319.43 ",100
"$25,981.67 ",100
"$20,945.20 ",100
"$16,736.23 ",100
"$19,370.72 ",100
"$20,294.12 ",100
"$22,030.63 ",100
"$15,932.32 ",100
"$20,141.00 ",100
"$21,170.67 ",100
"$18,795.05 ",100
"$23,219.00 ",100
"$18,698.52 ",100
"$19,496.50 ",100
"$22,594.61 ",100
"$17,221.87 ",100
"$17,884.03 ",100
"$21,093.38 ",100
"$18,051.61 ",100
"$18,994.27 ",100
"$19,198.93 ",100
"$22,323.59 ",100
"$20,367.52 ",100
"$22,005.85 ",100
"$20,282.75 ",100
"$23,020.86 ",100
"$18,128.51 ",100
"$16,509.45 ",100
"$21,835.37 ",100
"$22,153.79 ",100
"$21,657.25 ",100
"$19,773.83 ",100
"$19,222.77 ",100
"$18,765.22 ",100
"$25,216.78 ",100
"$21,469.93 ",100
"$20,534.55 ",100
"$18,517.01 ",100
"$18,488.49 ",100
"$21,471.75 ",100
"$19,989.73 ",100
"$22,909.48 ",100
"$22,005.91 ",100
"$18,478.14 ",100
"$20,546.35 ",100
"$17,965.82 ",100
"$19,843.21 ",100
"$22,860.20 ",100
"$18,165.33 ",100
"$16,606.57 ",100
"$16,758.34 ",100
"$21,479.19 ",100
"$21,127.61 ",100
"$23,650.67 ",100
"$20,734.45 ",100
"$20,644.74 ",100
"$18,541.86 ",100
"$21,052.55 ",100
"$22,092.17 ",100
"$25,448.92 ",100
"$21,668.38 ",100
"$18,467.44 ",100
"$21,405.95 ",100
"$22,766.52 ",100
"$19,097.38 ",100
"$24,602.76 ",100
"$20,458.81 ",100
"$19,329.77 ",100
"$20,267.84 ",100
"$23,395.69 ",100
"$21,046.21 ",100
"$22,733.36 ",100
"$17,904.01 ",100
"$20,045.20 ",100
"$22,407.79 ",100
"$22,166.09 ",100
"$21,491.00 ",100
"$21,310.86 ",100
"$21,279.31 ",100
"$19,435.86 ",100
"$20,223.30 ",100
"$22,288.45 ",100
"$21,020.02 ",100
"$18,213.57 ",100
"$22,686.41 ",100
"$20,113.14 ",100
"$23,571.70 ",100
"$21,469.14 ",100
"$17,809.71 ",100
"$23,110.70 ",100
"$21,193.89 ",100
"$20,203.23 ",100
"$20,728.18 ",100
"$21,305.20 ",100
"$18,860.62 ",100
"$19,139.90 ",100
"$22,364.93 ",100
"$20,394.50 ",100
"$22,768.31 ",100
"$20,302.25 ",100
"$19,537.37 ",100
"$20,469.76 ",100
"$22,467.65 ",100
"$23,355.50 ",100
"$21,521.79 ",100
"$21,895.68 ",100
"$21,260.66 ",100
"$19,426.34 ",100
"$23,360.27 ",100
"$17,122.78 ",100
"$21,790.05 ",100
"$19,825.92 ",100
"$20,067.61 ",100
"$18,058.04 ",100
"$19,341.04 ",100
"$20,070.41 ",100
"$19,006.09 ",100
"$16,647.03 ",100
"$16,547.28 ",100
"$21,473.95 ",100
"$21,576.22 ",100
"$17,561.45 ",100
"$21,859.98 ",100
"$21,063.16 ",100
"$21,364.48 ",100
"$18,572.50 ",100
"$23,408.22 ",100
"$21,384.15 ",100
"$24,670.50 ",100
"$19,325.01 ",100
"$18,118.50 ",100
"$19,486.07 ",100
"$21,623.66 ",100
"$19,201.33 ",100
"$19,274.69 ",100
"$20,547.65 ",100
"$20,906.63 ",100
"$23,267.17 ",100
"$19,502.22 ",100
"$17,108.34 ",100
"$16,427.93 ",100
"$21,479.32 ",100
"$16,227.02 ",100
"$18,309.36 ",100
"$18,768.61 ",100
"$18,859.41 ",100
"$20,908.22 ",100
"$21,205.98 ",100
"$20,890.44 ",100
"$19,214.38 ",100
"$19,534.01 ",100
"$19,833.15 ",100
"$22,835.55 ",100
