"$22,720.00 ",64
"$24,850.05 ",70
"$22,720.00 ",64
"$24,495.00 ",69
"$20,590.00 ",58
"$20,235.00 ",57
"$25,560.00 ",72
"$28,400.00 ",80
"$26,625.00 ",75
"$25,205.00 ",71
"$22,010.00 ",62
"$28,400.00 ",80
"$23,430.00 ",66
"$23,075.00 ",65
"$23,785.00 ",67
"$19,170.00 ",54
"$29,465.69 ",83
"$22,010.00 ",62
"$22,720.00 ",64
"$24,850.08 ",70
"$22,010.00 ",62
"$26,270.00 ",74
"$22,365.00 ",63
"$27,690.00 ",78
"$24,495.00 ",69
"$24,140.00 ",68
"$24,850.00 ",70
"$24,495.00 ",69
"$25,205.00 ",71
"$23,785.00 ",67
"$26,980.00 ",76
"$24,495.00 ",69
"$28,045.00 ",79
"$20,945.00 ",59
"$25,915.00 ",73
"$24,140.00 ",68
"$23,075.00 ",65
"$26,625.00 ",75
"$25,560.00 ",72
"$23,785.00 ",67
"$23,785.00 ",67
"$21,655.00 ",61
"$25,915.00 ",73
"$23,075.00 ",65
"$21,655.00 ",61
"$24,495.00 ",69
"$26,270.00 ",74
"$28,045.22 ",79
"$24,495.00 ",69
"$24,495.06 ",69
"$24,850.00 ",70
"$23,430.00 ",66
"$23,785.00 ",67
"$21,300.00 ",60
"$20,945.00 ",59
"$23,075.00 ",65
"$24,140.00 ",68
"$24,850.00 ",70
"$26,980.00 ",76
"$24,495.00 ",69
"$25,205.03 ",71
"$25,560.00 ",72
"$25,560.00 ",72
"$24,495.00 ",69
"$23,430.03 ",66
"$23,075.00 ",65
"$26,270.00 ",74
"$21,655.00 ",61
"$20,590.00 ",58
"$20,945.00 ",59
"$20,590.00 ",58
"$21,655.00 ",61
"$24,140.00 ",68
"$26,270.00 ",74
"$28,755.04 ",81
"$24,495.00 ",69
"$20,945.00 ",59
"$23,785.00 ",67
"$23,075.00 ",65
"$21,300.00 ",60
"$23,075.00 ",65
"$24,495.00 ",69
"$22,365.00 ",63
"$23,430.00 ",66
"$25,205.00 ",71
"$25,915.00 ",73
"$24,495.00 ",69
"$24,495.03 ",69
"$24,495.00 ",69
"$22,365.00 ",63
"$24,495.00 ",69
"$26,625.01 ",75
"$24,495.00 ",69
"$23,785.00 ",67
"$30,175.15 ",85
"$24,495.00 ",69
"$24,495.00 ",69
"$25,205.00 ",71
"$25,560.00 ",72
"$21,300.00 ",60
"$19,880.00 ",56
"$22,010.01 ",62
"$24,140.00 ",68
"$24,850.00 ",70
"$20,945.00 ",59
"$26,625.00 ",75
"$20,945.00 ",59
"$25,560.00 ",72
"$21,300.00 ",60
"$24,495.04 ",69
"$25,205.00 ",71
"$24,140.00 ",68
"$28,045.01 ",79
"$24,140.00 ",68
"$20,945.00 ",59
"$25,915.05 ",73
"$20,945.00 ",59
"$20,590.00 ",58
"$25,915.00 ",73
"$22,365.00 ",63
"$22,720.00 ",64
"$24,850.00 ",70
"$22,365.00 ",63
"$23,785.04 ",67
"$23,430.00 ",66
"$22,720.03 ",64
"$24,495.00 ",69
"$24,495.00 ",69
"$27,335.00 ",77
"$23,430.05 ",66
"$20,590.00 ",58
"$25,205.00 ",71
"$25,205.00 ",71
"$20,945.00 ",59
"$24,140.01 ",68
"$26,270.00 ",74
"$23,785.00 ",67
"$18,815.00 ",53
"$23,785.00 ",67
"$24,495.00 ",69
"$23,430.00 ",66
"$26,625.00 ",75
"$24,495.14 ",69
"$26,625.00 ",75
"$25,205.00 ",71
"$25,915.00 ",73
"$26,980.00 ",76
"$23,430.00 ",66
"$22,010.00 ",62
"$25,915.01 ",73
"$23,785.00 ",67
"$22,720.08 ",64
"$23,430.00 ",66
"$24,850.00 ",70
"$24,850.00 ",70
"$24,495.00 ",69
"$25,915.00 ",73
"$23,785.00 ",67
"$24,140.00 ",68
"$25,560.00 ",72
"$29,475.88 ",83
"$24,140.00 ",68
"$24,495.00 ",69
"$24,495.00 ",69
"$27,690.00 ",78
"$20,235.00 ",57
"$23,430.00 ",66
"$24,850.00 ",70
"$22,010.00 ",62
"$26,270.08 ",74
"$24,495.00 ",69
"$24,495.00 ",69
"$25,560.00 ",72
"$26,980.07 ",76
"$20,945.00 ",59
"$26,270.00 ",74
"$24,140.00 ",68
"$23,075.00 ",65
"$22,365.00 ",63
"$25,915.01 ",73
"$24,850.00 ",70
"$24,495.00 ",69
"$22,010.00 ",62
"$24,850.00 ",70
"$25,915.00 ",73
"$26,625.00 ",75
"$26,270.00 ",74
"$23,075.00 ",65
"$27,335.00 ",77
"$24,850.00 ",70
"$23,785.00 ",67
"$25,205.00 ",71
"$28,045.00 ",79
"$25,915.00 ",73
"$26,625.00 ",75
"$24,850.00 ",70
"$27,690.00 ",78
"$22,010.00 ",62
"$23,430.00 ",66
"$23,075.00 ",65
"$24,140.00 ",68
"$26,625.00 ",75
"$23,785.00 ",67
"$24,850.00 ",70
"$25,205.00 ",71
"$24,850.00 ",70
"$22,010.00 ",62
"$20,590.00 ",58
"$22,720.00 ",64
